"","Env","Year","Field_Location","Experiment","Replicate","Block","Plot","Range","Pass","Hybrid","Hybrid_orig_name","Hybrid_Parent1","Hybrid_Parent2","Plot_Area_ha","Date_Planted","Date_Harvested","Stand_Count_plants","Pollen_DAP_days","Silk_DAP_days","Plant_Height_cm","Ear_Height_cm","Root_Lodging_plants","Stalk_Lodging_plants","Yield_Mg_ha","Grain_Moisture","Twt_kg_m3"
"132156","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,43,426,14,145,"W10004_0705/PHZ51","W10004_0705/PHZ51","W10004_0705","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",76,72,73,220.98,78.74,NA,NA,8.27215110188862,11.5,738.84432427008
"132157","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,43,427,14,147,"W10004_0916/PHZ51","W10004_0916/PHZ51","W10004_0916","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",70,73,73,223.52,101.6,NA,NA,8.64624640932664,9.6,722.11091622912
"132158","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,43,428,14,149,"TX714/TX779","TX714/TX779","TX714","TX779",0.000789676538108356,"2021-03-10","2021-08-12",70,80,74,251.46,193.04,NA,NA,7.25719789362139,11.4,734.98276856832
"132159","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,43,429,14,151,"W10004_0095/PHZ51","W10004_0095/PHZ51","W10004_0095","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",73,74,72,226.06,91.44,NA,NA,9.6461353770259,11.2,740.131509504
"132160","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,43,430,14,153,"W10004_0649/PHZ51","W10004_0649/PHZ51","W10004_0649","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",88,73,74,200.66,50.8,NA,NA,8.37069634227078,10.7,742.70587997184
"132161","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,44,431,14,155,"W10004_1032/PHZ51","W10004_1032/PHZ51","W10004_1032","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",64,73,73,208.28,71.12,NA,NA,7.28795405144766,13.4,743.99306520576
"132162","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,44,432,15,155,"W10004_0199/PHZ51","W10004_0199/PHZ51","W10004_0199","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",56,73,73,215.9,76.2,NA,NA,6.83163309757613,11.3,733.6955833344
"132163","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,44,433,15,153,"W10004_0069/PHZ51","W10004_0069/PHZ51","W10004_0069","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",60,72,73,208.28,50.8,NA,NA,3.33421857904487,10,725.97247193088
"132164","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,44,434,15,151,"W10004_0276/PHZ51","W10004_0276/PHZ51","W10004_0276","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",71,72,72,213.36,78.74,NA,NA,5.16452380805369,10.3,705.37750818816
"132165","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,44,435,15,149,"W10004_0119/PHZ51","W10004_0119/PHZ51","W10004_0119","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",53,73,73,205.74,58.42,NA,NA,3.41205048864607,10.2,715.67499005952
"132166","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,44,436,15,147,"W10004_0132/PHZ51","W10004_0132/PHZ51","W10004_0132","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",84,73,73,228.6,88.9,NA,NA,3.8137635704587,10.8,710.52624912384
"132167","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,44,437,15,145,"W10004_0045/PHZ51","W10004_0045/PHZ51","W10004_0045","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",79,73,72,228.6,78.74,NA,NA,6.19767964034056,10.7,715.67499005952
"132168","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,44,438,15,143,"W10004_0779/PHZ51","W10004_0779/PHZ51","W10004_0779","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",65,74,74,200.66,73.66,NA,NA,3.46979674415664,12,707.951878656
"132169","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,44,439,15,141,"W10004_0965/PHZ51","W10004_0965/PHZ51","W10004_0965","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",68,72,73,198.12,58.42,NA,NA,4.19099726134838,10.9,710.52624912384
"132170","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,44,440,15,139,"W10004_0261/PHZ51","W10004_0261/PHZ51","W10004_0261","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",58,73,73,220.98,76.2,NA,NA,5.74889080675301,10.7,716.96217529344
"132171","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,45,441,15,137,"W10004_0092/PHZ51","W10004_0092/PHZ51","W10004_0092","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",75,73,73,215.9,76.2,NA,NA,5.24486642441622,10.9,731.12121286656
"132172","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,45,442,15,135,"W10004_0814/PHZ51","W10004_0814/PHZ51","W10004_0814","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",73,74,74,236.22,101.6,NA,NA,4.07801545708858,10.6,695.0800263168
"132173","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,45,443,15,133,"W10004_1105/PHZ51","W10004_1105/PHZ51","W10004_1105","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",68,73,73,200.66,60.96,NA,NA,5.00948766554163,11.1,725.97247193088
"132174","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,45,444,15,131,"B73/PHN82","B73/PHN82","B73","PHN82",0.000789676538108356,"2021-03-10","2021-08-12",56,75,74,200.66,78.74,NA,NA,3.63801409716568,10.8,728.54684239872
"132175","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,45,445,15,129,"W10004_0011/PHZ51","W10004_0011/PHZ51","W10004_0011","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",58,72,73,208.28,66.04,NA,NA,5.05907412407787,11.4,743.99306520576
"132176","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,45,446,15,127,"W10004_0982/PHZ51","W10004_0982/PHZ51","W10004_0982","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",75,73,73,195.58,50.8,NA,NA,6.60378645898552,12,751.71617660928
"132177","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,45,447,15,125,"W10004_0900/PHZ51","W10004_0900/PHZ51","W10004_0900","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",85,73,73,213.36,76.2,NA,NA,10.1934694509956,12.1,747.85462090752
"132178","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,45,448,15,123,"B73/PHM49","B73/PHM49","B73","PHM49",0.000789676538108356,"2021-03-10","2021-08-12",60,73,72,215.9,66.04,NA,NA,7.83340509534638,10.6,737.55713903616
"132179","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,45,449,15,121,"W10004_0833/PHZ51","W10004_0833/PHZ51","W10004_0833","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",71,73,72,228.6,88.9,NA,NA,8.03991072646569,11.8,734.98276856832
"132180","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,45,450,15,119,"W10004_0254/PHZ51","W10004_0254/PHZ51","W10004_0254","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",79,74,73,223.52,68.58,NA,NA,5.97924815210494,11.6,722.11091622912
"132181","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,46,451,15,117,"W10004_0381/PHZ51","W10004_0381/PHZ51","W10004_0381","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",72,73,73,215.9,88.9,NA,NA,6.62512746645682,12.2,725.97247193088
"132182","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,46,452,15,115,"W10004_1037/PHZ51","W10004_1037/PHZ51","W10004_1037","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",64,73,73,228.6,86.36,NA,NA,5.61456799502191,10.8,769.73676988416
"132183","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,46,453,15,113,"W10004_0896/PHZ51","W10004_0896/PHZ51","W10004_0896","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",75,73,72,233.68,93.98,NA,NA,7.62627178753674,13.5,780.03425175552
"132184","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,46,454,15,111,"W10004_0907/PHZ51","W10004_0907/PHZ51","W10004_0907","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",63,73,72,220.98,83.82,NA,NA,7.52458816370292,11.8,742.70587997184
"132185","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,46,455,15,109,"W10004_0200/PHZ51","W10004_0200/PHZ51","W10004_0200","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",47,73,73,215.9,66.04,NA,NA,7.78758469695213,11.4,781.32143698944
"132186","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,46,456,15,107,"W10004_0217/PHZ51","W10004_0217/PHZ51","W10004_0217","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",56,73,72,185.42,63.5,NA,NA,6.26986245972877,10.8,738.84432427008
"132187","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,46,457,15,105,"B14A/H95","B14A/H95","B14A","H95",0.000789676538108356,"2021-03-10","2021-08-12",68,75,75,203.2,76.2,NA,NA,8.98833020555771,12.2,771.02395511808
"132188","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,46,458,15,103,"PHW52/PHN82","PHW52/PHN82","PHW52","PHN82",0.000789676538108356,"2021-03-10","2021-08-12",75,75,75,195.58,63.5,NA,NA,6.4631868803511,11.8,733.6955833344
"132189","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,46,459,15,101,"W10004_0062/PHZ51","W10004_0062/PHZ51","W10004_0062","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",72,73,75,208.28,76.2,NA,NA,7.35072172048089,11,767.16239941632
"132190","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,46,460,15,99,"W10004_0380/PHZ51","W10004_0380/PHZ51","W10004_0380","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",53,73,73,226.06,88.9,NA,NA,9.92733453429474,9.74,729.83402763264
"132191","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,47,461,15,97,"W10004_0981/PHZ51","W10004_0981/PHZ51","W10004_0981","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",63,73,74,210.82,195.58,NA,NA,7.10404478118032,10.6,742.70587997184
"132192","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,47,462,15,95,"W10004_0651/PHZ51","W10004_0651/PHZ51","W10004_0651","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",73,73,73,231.14,86.36,NA,NA,10.167734706692,8.57,714.3878048256
"132193","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,47,463,15,93,"W10004_0746/PHZ51","W10004_0746/PHZ51","W10004_0746","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",86,72,73,215.9,99.06,NA,NA,11.0929301482417,12.5,805.77795643392
"132194","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,47,464,15,91,"W10004_0258/PHZ51","W10004_0258/PHZ51","W10004_0258","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",63,72,72,213.36,76.2,NA,NA,9.20676169379333,10.6,767.16239941632
"132195","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,47,465,15,89,"W10004_0140/PHZ51","W10004_0140/PHZ51","W10004_0140","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",85,73,73,233.68,88.9,NA,NA,11.2812331553414,11.3,760.72647324672
"132196","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,47,466,15,87,"W10004_0820/PHZ51","W10004_0820/PHZ51","W10004_0820","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",64,72,71,220.98,101.6,NA,NA,9.67500850478118,10.6,754.29054707712
"132197","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,47,467,15,85,"W10004_0112/PHZ51","W10004_0112/PHZ51","W10004_0112","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",61,72,72,223.52,78.74,NA,NA,10.3905599317599,13.3,796.76765979648
"132198","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,47,468,15,83,"W10004_0625/PHZ51","W10004_0625/PHZ51","W10004_0625","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",69,73,73,220.98,88.9,NA,NA,6.49143233141605,11.5,749.14180614144
"132199","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,47,469,16,83,"W10004_0064/PHZ51","W10004_0064/PHZ51","W10004_0064","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",57,73,73,226.06,76.2,NA,NA,6.40104688800821,10.4,733.6955833344
"132200","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,47,470,16,85,"W10004_0007/PHZ51","W10004_0007/PHZ51","W10004_0007","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",72,73,73,205.74,73.66,NA,NA,9.971271902618,11.9,765.8752141824
"132201","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,48,471,16,87,"W10004_0974/PHZ51","W10004_0974/PHZ51","W10004_0974","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",85,72,73,238.76,86.36,NA,NA,6.94587025521659,10.6,733.6955833344
"132202","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,48,472,16,89,"W10004_0224/PHZ51","W10004_0224/PHZ51","W10004_0224","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",69,72,73,220.98,88.9,NA,NA,5.55242800267902,13.2,798.0548450304
"132203","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,48,473,16,91,"W10004_0949/PHZ51","W10004_0949/PHZ51","W10004_0949","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",54,72,72,228.6,81.28,NA,NA,6.07151662558378,9.23,733.6955833344
"132204","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,48,474,16,93,"PB80/TX779","PB80/TX779","PB80","TX779",0.000789676538108356,"2021-03-10","2021-08-12",75,74,76,220.98,88.9,NA,NA,7.24715506657607,11.6,782.60862222336
"132205","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,48,475,16,95,"W10004_0231/PHZ51","W10004_0231/PHZ51","W10004_0231","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",62,73,73,226.06,76.2,NA,NA,9.22496431781297,9.95,729.83402763264
"132206","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,48,476,16,97,"W10004_0474/PHZ51","W10004_0474/PHZ51","W10004_0474","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",90,73,72,236.22,58.42,NA,NA,6.326981038549,11.1,765.8752141824
"132207","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,48,477,16,99,"TX951/LH195","REDEAR/LH195","TX951","LH195",0.000789676538108356,"2021-03-10","2021-08-12",79,75,76,215.9,88.9,NA,NA,8.38889896629042,11.6,756.86491754496
"132208","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,48,478,16,101,"W10004_0026/PHZ51","W10004_0026/PHZ51","W10004_0026","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",60,73,72,213.36,71.12,NA,NA,7.7110081407316,11.1,751.71617660928
"132209","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,48,479,16,103,"W10004_0661/PHZ51","W10004_0661/PHZ51","W10004_0661","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",47,73,73,223.52,76.2,NA,NA,4.33410754674413,11.2,720.8237309952
"132210","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,48,480,16,105,"W10004_0654/PHZ51","W10004_0654/PHZ51","W10004_0654","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",58,73,72,203.2,45.72,NA,NA,8.68767307088856,10.5,756.86491754496
"132211","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,49,481,16,107,"W10004_0868/PHZ51","W10004_0868/PHZ51","W10004_0868","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",56,74,73,215.9,83.82,NA,NA,12.1066280031283,11.7,759.4392880128
"132212","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,49,482,16,109,"W10004_0803/PHZ51","W10004_0803/PHZ51","W10004_0803","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",64,73,73,215.9,63.5,NA,NA,6.18387075315325,10.9,769.73676988416
"132213","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,49,483,16,111,"W10004_0014/PHZ51","W10004_0014/PHZ51","W10004_0014","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",73,73,72,215.9,66.04,NA,NA,4.77285355328637,11.9,758.15210277888
"132214","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,49,484,16,113,"W10004_0146/PHZ51","W10004_0146/PHZ51","W10004_0146","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",57,73,74,226.06,71.12,NA,NA,4.66677619262022,12.1,776.17269605376
"132215","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,49,485,16,115,"W10004_0628/PHZ51","W10004_0628/PHZ51","W10004_0628","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",66,73,73,236.22,76.2,NA,NA,6.89816682675134,10.2,747.85462090752
"132216","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,49,486,16,117,"W10004_0227/PHZ51","W10004_0227/PHZ51","W10004_0227","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",74,70,68,246.38,81.28,NA,NA,6.81343047355649,12,720.8237309952
"132217","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,49,487,16,119,"CG44/CGR01","CG44/CGR01","CG44","CGR01",0.000789676538108356,"2021-03-10","2021-08-12",71,74,74,177.8,50.8,NA,NA,4.03345041207499,13,724.68528669696
"132218","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,49,488,16,121,"W10004_0061/PHZ51","W10004_0061/PHZ51","W10004_0061","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",80,73,72,215.9,78.74,NA,NA,7.8980557944506,10.9,714.3878048256
"132219","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,49,489,16,123,"W10004_0097/PHZ51","W10004_0097/PHZ51","W10004_0097","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",42,72,73,203.2,58.42,NA,NA,8.09012486169227,12.1,734.98276856832
"132220","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,49,490,16,125,"W10004_0072/PHZ51","W10004_0072/PHZ51","W10004_0072","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",76,73,73,228.6,76.2,NA,NA,5.45702114574851,10.7,724.68528669696
"132221","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,50,491,16,127,"W10004_0756/PHZ51","W10004_0756/PHZ51","W10004_0756","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",83,73,73,228.6,99.06,NA,NA,2.59544311452382,11,689.93128538112
"132222","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,50,492,16,129,"W10004_0487/PHZ51","W10004_0487/PHZ51","W10004_0487","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",56,72,72,215.9,88.9,NA,NA,4.57011398230906,11.3,727.2596571648
"132223","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,50,493,16,131,"W10004_1112/PHZ51","W10004_1112/PHZ51","W10004_1112","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",65,73,72,226.06,86.36,NA,NA,4.71259659101448,10.2,704.09032295424
"132224","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,50,494,16,133,"W10004_0745/PHZ51","W10004_0745/PHZ51","W10004_0745","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",63,72,71,233.68,96.52,NA,NA,5.42689266461257,11,734.98276856832
"132225","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,50,495,16,135,"W10004_0823/PHZ51","W10004_0823/PHZ51","W10004_0823","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",62,73,73,215.9,91.44,NA,NA,3.50369128543458,9.89,700.22876725248
"132226","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,50,496,16,137,"W10004_0781/PHZ51","W10004_0781/PHZ51","W10004_0781","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",94,73,73,233.68,121.92,NA,NA,3.63864177385601,13.1,750.42899137536
"132227","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,50,497,16,139,"W10004_0127/PHZ51","W10004_0127/PHZ51","W10004_0127","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",57,74,73,233.68,81.28,NA,NA,2.59732614459482,10.3,738.84432427008
"132228","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,50,498,16,141,"W10004_0812/PHZ51","W10004_0812/PHZ51","W10004_0812","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",71,73,73,228.6,88.9,NA,NA,1.8786363341644,9.69,558.63839152128
"132229","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,50,499,16,143,"W10004_1118/PHZ51","W10004_1118/PHZ51","W10004_1118","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",81,73,73,220.98,83.82,NA,NA,3.61792844307504,11.3,709.23906388992
"132230","TXH1_2021",2021,"TXH1","G2F_2020_21_PHZ51",2,50,500,16,145,"W10004_0223/PHZ51","W10004_0223/PHZ51","W10004_0223","PHZ51",0.000789676538108356,"2021-03-10","2021-08-12",73,73,73,231.14,73.66,NA,NA,2.26842355886072,9.57,656.4644692992
"132231","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,1,1,2,3,"W10004_0127/PHZ51","W10004_0127/PHZ51","W10004_0127","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",43,70,71,220.98,76.2,NA,NA,7.58547280266515,13.5,740.131509504
"132232","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,1,2,2,5,"W10004_0093/PHZ51","W10004_0093/PHZ51","W10004_0093","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",58,74,68,220.98,53.34,NA,NA,7.7499240955322,13.3,725.97247193088
"132233","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,1,3,2,7,"W10004_0820/PHZ51","W10004_0820/PHZ51","W10004_0820","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",63,71,74,210.82,76.2,NA,NA,7.48002311868933,14.7,750.42899137536
"132234","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,1,4,2,9,"W10004_0896/PHZ51","W10004_0896/PHZ51","W10004_0896","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",44,73,76,233.68,96.52,NA,NA,8.26524665829497,12.9,747.85462090752
"132235","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,1,5,2,11,"W10004_0781/PHZ51","W10004_0781/PHZ51","W10004_0781","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",60,69,71,243.84,91.44,NA,NA,9.36305318968606,13.1,754.29054707712
"132236","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,1,6,2,13,"W10004_1084/PHZ51","W10004_1084/PHZ51","W10004_1084","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",64,73,74,243.84,83.82,NA,NA,8.06878385422097,12.4,727.2596571648
"132237","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,1,7,2,15,"W10004_1045/PHZ51","W10004_1045/PHZ51","W10004_1045","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",69,72,75,241.3,93.98,NA,NA,9.4885885277525,13.3,738.84432427008
"132238","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,1,8,2,17,"W10004_0828/PHZ51","W10004_0828/PHZ51","W10004_0828","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",72,70,73,228.6,86.36,NA,NA,NA,NA,NA
"132239","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,1,9,2,19,"W10004_0975/PHZ51","W10004_0975/PHZ51","W10004_0975","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",57,71,73,226.06,86.36,NA,NA,9.61977295603194,13.5,746.5674356736
"132240","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,1,10,2,21,"W10004_0885/PHZ51","W10004_0885/PHZ51","W10004_0885","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",71,74,75,231.14,83.82,NA,NA,10.4137839693022,13.4,755.57773231104
"132241","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,2,11,2,23,"W10004_1072/PHZ51","W10004_1072/PHZ51","W10004_1072","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",58,71,72,254,106.68,NA,NA,9.58901679820567,13.3,747.85462090752
"132242","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,2,12,2,25,"W10004_0199/PHZ51","W10004_0199/PHZ51","W10004_0199","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",71,71,73,233.68,83.82,NA,NA,8.74730235647013,12.7,751.71617660928
"132243","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,2,13,2,27,"W10004_0696/PHZ51","W10004_0696/PHZ51","W10004_0696","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",60,75,75,238.76,91.44,NA,NA,8.0945185985246,12.7,743.99306520576
"132244","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,2,14,2,29,"W10004_0095/PHZ51","W10004_0095/PHZ51","W10004_0095","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",61,70,72,223.52,91.44,NA,NA,8.67135347693993,14.1,741.41869473792
"132245","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,2,15,2,31,"W10004_0687/PHZ51","W10004_0687/PHZ51","W10004_0687","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",73,70,72,228.6,86.36,NA,NA,9.43837439252593,13.6,769.73676988416
"132246","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,2,16,2,33,"W10004_0625/PHZ51","W10004_0625/PHZ51","W10004_0625","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",64,73,75,251.46,109.22,NA,NA,11.112388125642,13,756.86491754496
"132247","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,2,17,2,35,"W10004_0982/PHZ51","W10004_0982/PHZ51","W10004_0982","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",63,74,75,236.22,93.98,NA,NA,6.75819492480725,13.4,764.58802894848
"132248","TXH2_2021",2021,"TXH2","G2F_2020_21_PHZ51",1,2,18,2,37,"W10004_0814/PHZ51","W10004_0814/PHZ51","W10004_0814","PHZ51",0.000789676538108356,"2021-03-10","2021-08-10",57,75,75,266.7,101.6,NA,NA,11.6019759441012,12.7,758.15210277888
